# pair_index, img_from, img_to, component_id, start_x, start_y, end_x, end_y, centroid_x, centroid_y, unit_dir_x, unit_dir_y, length_px, angle_rad, size_pixels
197, generated197.png, generated198.png, 1, 677.995, 172.018, 631.620, 157.956, 654.277, 164.826, -0.956974, -0.290172, 48.460, -2.847186, 737
198, generated198.png, generated199.png, 1, 281.708, 303.626, 262.472, 318.607, 271.977, 311.205, -0.788964, 0.614439, 24.381, 2.479918, 386
199, generated199.png, generated200.png, 1, 540.754, 233.625, 509.984, 328.671, 526.820, 276.667, -0.308001, 0.951386, 99.902, 1.883888, 1773
200, generated200.png, generated201.png, 1, 42.586, -12.659, -14.777, 134.229, 21.240, 42.000, -0.363768, 0.931490, 157.691, 1.943106, 3416
201, generated201.png, generated202.png, 1, 84.754, 540.377, 16.295, 592.066, 50.740, 566.059, -0.798068, 0.602568, 85.782, 2.494878, 2453
202, generated202.png, generated203.png, 1, 376.669, 362.168, 292.909, 322.924, 334.988, 342.639, -0.905537, -0.424267, 92.498, -2.703441, 3483
203, generated203.png, generated204.png, 1, 12.867, 446.991, 12.743, 536.004, 12.803, 492.743, -0.001396, 0.999999, 89.012, 1.572193, 1679
204, generated204.png, generated205.png, 1, 88.860, 99.862, 135.704, 150.075, 112.416, 125.112, 0.682149, 0.731214, 68.671, 0.820099, 1019
205, generated205.png, generated206.png, 1, 666.482, -22.665, 554.123, 69.135, 598.247, 33.085, -0.774397, 0.632701, 145.092, 2.456557, 3594
206, generated206.png, generated207.png, 1, 322.083, 141.510, 232.966, 139.870, 283.078, 140.793, -0.999831, -0.018398, 89.132, -3.123194, 752
207, generated207.png, generated208.png, 1, 537.322, 81.694, 458.895, 70.756, 498.921, 76.338, -0.990416, -0.138119, 79.186, -3.003031, 2920
208, generated208.png, generated209.png, 1, 672.026, 307.209, 561.849, 303.522, 617.831, 305.396, -0.999441, -0.033446, 110.239, -3.108141, 1747
209, generated209.png, generated210.png, 1, 365.617, 141.018, 299.891, 132.883, 333.701, 137.068, -0.992427, -0.122837, 66.227, -3.018444, 1036
210, generated210.png, generated211.png, 1, 646.859, 331.865, 581.313, 400.300, 615.714, 364.382, -0.691695, 0.722189, 94.761, 2.334630, 1570
211, generated211.png, generated212.png, 1, 467.292, 122.702, 402.658, 95.822, 433.419, 108.615, -0.923333, -0.384001, 70.001, -2.747467, 1409
212, generated212.png, generated213.png, 1, 728.065, 206.901, 654.045, 158.849, 696.097, 186.148, -0.838760, -0.544501, 88.248, -2.565799, 1954
213, generated213.png, generated214.png, 1, 279.918, 5.304, 207.020, 34.558, 241.784, 20.608, -0.928059, 0.372434, 78.549, 2.759963, 1223
214, generated214.png, generated215.png, 1, 726.011, 592.698, 624.002, 591.804, 671.346, 592.219, -0.999962, -0.008758, 102.014, -3.132835, 457
215, generated215.png, generated216.png, 1, 313.300, 473.636, 251.671, 491.889, 285.252, 481.943, -0.958829, 0.283986, 64.275, 2.853644, 1203
216, generated216.png, generated217.png, 1, 540.020, 106.903, 466.574, 92.115, 505.197, 99.891, -0.980327, -0.197381, 74.919, -2.942907, 690
217, generated217.png, generated218.png, 1, 371.093, 18.003, 290.988, 18.939, 328.141, 18.505, -0.999932, 0.011680, 80.111, 3.129912, 1770
218, generated218.png, generated219.png, 1, 669.646, 67.930, 588.457, 81.828, 627.047, 75.222, -0.985662, 0.168732, 82.370, 2.972050, 428
219, generated219.png, generated220.png, 1, 750.636, 540.472, 734.275, 597.249, 741.071, 573.663, -0.276905, 0.960897, 59.088, 1.851368, 603
220, generated220.png, generated221.png, 1, 421.237, 66.525, 378.152, 135.717, 399.930, 100.742, -0.528582, 0.848882, 81.510, 2.127725, 2014
221, generated221.png, generated222.png, 1, 325.649, 123.839, 274.493, 98.986, 300.073, 111.414, -0.899470, -0.436983, 56.874, -2.689351, 1329
222, generated222.png, generated223.png, 1, 118.899, 13.272, 115.352, 103.211, 117.354, 52.438, -0.039407, 0.999223, 90.009, 1.610214, 2126
223, generated223.png, generated224.png, 1, 422.549, 57.631, 394.838, 117.926, 408.695, 87.776, -0.417597, 0.908633, 66.358, 2.001595, 1206
224, generated224.png, generated225.png, 1, 293.756, 388.072, 291.387, 446.097, 292.467, 419.642, -0.040789, 0.999168, 58.074, 1.611596, 674
225, generated225.png, generated226.png, 1, 201.778, 178.964, 188.872, 259.140, 195.760, 216.348, -0.158925, 0.987291, 81.208, 1.730398, 1062
226, generated226.png, generated227.png, 1, 741.879, 578.868, 692.890, 575.690, 718.514, 577.353, -0.997902, -0.064738, 49.091, -3.076810, 868
227, generated227.png, generated228.png, 1, 723.870, 225.664, 670.943, 215.292, 698.625, 220.717, -0.981335, -0.192308, 53.934, -2.948079, 614
228, generated228.png, generated229.png, 1, 273.678, 333.403, 238.590, 364.779, 256.308, 348.936, -0.745435, 0.666579, 47.070, 2.411983, 1303
229, generated229.png, generated230.png, 1, 372.890, 127.180, 334.068, 103.530, 355.112, 116.350, -0.854014, -0.520250, 45.459, -2.594449, 277
230, generated230.png, generated231.png, 1, 418.405, 500.498, 368.401, 551.535, 394.249, 525.153, -0.699842, 0.714298, 71.450, 2.345972, 967
231, generated231.png, generated232.png, 1, 374.073, 140.761, 331.031, 141.594, 355.163, 141.127, -0.999813, 0.019337, 43.050, 3.122255, 552
232, generated232.png, generated233.png, 1, 544.147, 229.788, 481.556, 199.932, 515.356, 216.054, -0.902580, -0.430523, 69.348, -2.696520, 869
233, generated233.png, generated234.png, 1, 644.313, 27.752, 621.034, 86.642, 633.128, 56.046, -0.367607, 0.929981, 63.324, 1.947231, 452
234, generated234.png, generated235.png, 1, 87.778, 66.393, 99.682, 103.424, 94.068, 85.959, 0.306019, 0.952025, 38.897, 1.259787, 295
235, generated235.png, generated236.png, 1, 589.701, 340.142, 584.938, 397.328, 586.993, 372.653, -0.083005, 0.996549, 57.384, 1.653897, 588
236, generated236.png, generated237.png, 1, 653.021, 138.207, 609.853, 142.537, 631.290, 140.387, -0.995007, 0.099810, 43.384, 3.041616, 390
237, generated237.png, generated238.png, 1, 557.877, 189.375, 492.972, 168.086, 527.074, 179.271, -0.950193, -0.311664, 68.307, -2.824649, 815
238, generated238.png, generated239.png, 1, 646.001, 82.490, 590.000, 82.431, 618.217, 82.461, -0.999999, -0.001055, 56.001, -3.140538, 410
239, generated239.png, generated240.png, 1, 554.908, 357.567, 547.399, 393.876, 551.038, 376.276, -0.202527, 0.979277, 37.077, 1.774734, 754
240, generated240.png, generated241.png, 1, 454.345, 473.177, 404.045, 502.666, 428.703, 488.210, -0.862668, 0.505770, 58.307, 2.611318, 838
241, generated241.png, generated242.png, 1, 170.330, 251.545, 145.060, 288.720, 159.275, 267.807, -0.562174, 0.827019, 44.951, 2.167808, 327
242, generated242.png, generated243.png, 1, 115.503, 191.475, 73.107, 150.845, 93.867, 170.741, -0.721987, -0.691906, 58.722, -2.377466, 452
243, generated243.png, generated244.png, 1, 11.764, 37.997, 11.046, 102.989, 11.451, 66.322, -0.011048, 0.999939, 64.996, 1.581845, 565
244, generated244.png, generated245.png, 1, 467.470, 230.917, 461.792, 267.280, 464.433, 250.366, -0.154276, 0.988028, 36.803, 1.725691, 314
245, generated245.png, generated246.png, 1, 471.533, 481.007, 436.910, 541.949, 453.981, 511.901, -0.493986, 0.869470, 70.090, 2.087464, 638
246, generated246.png, generated247.png, 1, 493.081, 563.661, 465.374, 548.325, 477.789, 555.197, -0.874917, -0.484274, 31.668, -2.636060, 223
247, generated247.png, generated248.png, 1, 188.417, 35.076, 128.311, 13.369, 165.009, 26.622, -0.940545, -0.339669, 63.905, -2.795028, 447
248, generated248.png, generated249.png, 1, 46.777, 315.157, 3.624, 326.580, 22.653, 321.543, -0.966708, 0.255884, 44.639, 2.882831, 291
249, generated249.png, generated250.png, 1, 655.554, 561.988, 613.795, 585.417, 634.093, 574.029, -0.872105, 0.489319, 47.883, 2.630284, 378
250, generated250.png, generated251.png, 1, 205.548, 232.855, 215.012, 268.733, 210.746, 252.562, 0.255041, 0.966930, 37.105, 1.312906, 201
251, generated251.png, generated252.png, 1, 323.028, 262.918, 325.352, 292.052, 324.139, 276.843, 0.079511, 0.996834, 29.226, 1.491202, 166
252, generated252.png, generated253.png, 1, 375.105, 2.808, 319.991, 0.178, 353.161, 1.761, -0.998864, -0.047659, 55.176, -3.093916, 205
253, generated253.png, generated254.png, 1, 16.468, 6.990, 17.197, 41.017, 16.836, 24.155, 0.021422, 0.999771, 34.035, 1.549373, 213
254, generated254.png, generated255.png, 1, 511.745, 367.076, 525.989, 414.603, 518.925, 391.034, 0.287080, 0.957907, 49.615, 1.279620, 321
255, generated255.png, generated256.png, 1, 469.964, 153.479, 414.996, 152.150, 445.260, 152.882, -0.999708, -0.024168, 54.984, -3.117422, 423
256, generated256.png, generated257.png, 1, 532.384, 395.969, 529.862, 446.194, 530.908, 425.366, -0.050155, 0.998741, 50.288, 1.620972, 456
257, generated257.png, generated258.png, 1, 562.057, 299.509, 500.997, 298.121, 533.324, 298.856, -0.999742, -0.022720, 61.075, -3.118871, 333
258, generated258.png, generated259.png, 1, 477.014, 152.113, 410.983, 151.081, 444.725, 151.609, -0.999878, -0.015633, 66.039, -3.125959, 516
259, generated259.png, generated260.png, 1, 81.046, 535.863, 85.134, 567.113, 83.172, 552.113, 0.129713, 0.991552, 31.516, 1.440717, 239
260, generated260.png, generated261.png, 1, 640.278, 328.947, 595.812, 379.302, 618.217, 353.930, -0.661919, 0.749576, 67.177, 2.294172, 641
261, generated261.png, generated262.png, 1, 518.253, 578.291, 493.466, 559.390, 505.320, 568.429, -0.795186, -0.606365, 31.172, -2.490111, 275
262, generated262.png, generated263.png, 1, 523.470, 358.900, 526.329, 400.978, 524.706, 377.095, 0.067802, 0.997699, 42.175, 1.502943, 211
263, generated263.png, generated264.png, 1, 51.319, 506.039, 38.064, 543.023, 43.973, 526.534, -0.337374, 0.941371, 39.287, 1.914923, 526
264, generated264.png, generated265.png, 1, 39.516, 545.941, 33.901, 591.988, 36.617, 569.718, -0.121058, 0.992645, 46.388, 1.692152, 206
265, generated265.png, generated266.png, 1, 95.254, -5.036, 49.209, 29.216, 71.635, 12.533, -0.802344, 0.596861, 57.387, 2.502009, 694
266, generated266.png, generated267.png, 1, 561.941, 107.393, 535.924, 103.511, 550.050, 105.619, -0.989056, -0.147542, 26.306, -2.993510, 160
267, generated267.png, generated268.png, 1, 312.102, 183.876, 271.948, 188.555, 290.716, 186.368, -0.993279, 0.115746, 40.426, 3.025587, 356
268, generated268.png, generated269.png, 1, 601.600, 17.029, 562.265, 33.215, 578.605, 26.491, -0.924768, 0.380531, 42.535, 2.751222, 167
269, generated269.png, generated270.png, 1, 154.223, 260.172, 131.198, 290.152, 141.869, 276.257, -0.609117, 0.793081, 37.802, 2.225743, 222
270, generated270.png, generated271.png, 1, 33.076, 151.445, 25.800, 189.772, 30.493, 165.054, -0.186529, 0.982449, 39.012, 1.758424, 205
271, generated271.png, generated272.png, 1, 737.999, 123.954, 696.976, 125.263, 716.982, 124.625, -0.999491, 0.031888, 41.043, 3.109699, 112
272, generated272.png, generated273.png, 1, 335.997, 5.964, 299.980, 8.739, 316.573, 7.461, -0.997044, 0.076829, 36.124, 3.064688, 178
273, generated273.png, generated274.png, 1, 10.360, 165.662, 19.412, 202.146, 14.850, 183.759, 0.240803, 0.970574, 37.589, 1.327603, 187
274, generated274.png, generated275.png, 1, 301.785, 69.141, 314.552, 88.639, 308.275, 79.053, 0.547797, 0.836611, 23.306, 0.991067, 171
275, generated275.png, generated276.png, 1, 88.986, 520.437, 68.503, 566.666, 78.012, 545.204, -0.405107, 0.914269, 50.564, 1.987893, 564
276, generated276.png, generated277.png, 1, 41.565, 129.479, 15.799, 106.118, 27.606, 116.823, -0.740838, -0.671684, 34.780, -2.405113, 175
277, generated277.png, generated278.png, 1, 373.028, 41.561, 326.043, 43.868, 349.992, 42.692, -0.998797, 0.049043, 47.042, 3.092530, 260
278, generated278.png, generated279.png, 1, 409.147, 77.224, 376.114, 87.370, 392.294, 82.400, -0.955924, 0.293613, 34.557, 2.843588, 507
279, generated279.png, generated280.png, 1, 460.141, 415.579, 454.461, 446.376, 456.599, 434.781, -0.181379, 0.983413, 31.316, 1.753185, 352
280, generated280.png, generated281.png, 1, 20.952, 167.006, 25.479, 205.062, 23.443, 187.949, 0.118121, 0.992999, 38.325, 1.452399, 176
281, generated281.png, generated282.png, 1, 348.022, 439.422, 321.937, 440.786, 335.365, 440.084, -0.998635, 0.052235, 26.121, 3.089334, 167
282, generated282.png, generated283.png, 1, 711.207, 297.608, 706.666, 329.953, 709.289, 311.274, -0.139032, 0.990288, 32.662, 1.710280, 201
283, generated283.png, generated284.png, 1, 643.004, 313.856, 646.954, 368.932, 644.846, 339.538, 0.071529, 0.997439, 55.217, 1.499206, 409
284, generated284.png, generated285.png, 1, 606.478, 561.109, 598.976, 593.995, 602.586, 578.171, -0.222403, 0.974955, 33.730, 1.795075, 140
285, generated285.png, generated286.png, 1, 51.349, 297.409, 19.383, 310.493, 34.899, 304.142, -0.925466, 0.378831, 34.540, 2.753059, 169
286, generated286.png, generated287.png, 1, 455.397, 101.749, 471.991, 128.006, 463.694, 114.878, 0.534254, 0.845324, 31.061, 1.007171, 353
287, generated287.png, generated288.png, 1, 733.001, 0.098, 692.995, 0.638, 710.403, 0.403, -0.999909, 0.013475, 40.010, 3.128118, 67
288, generated288.png, generated289.png, 1, 436.975, 188.715, 411.818, 208.771, 424.228, 198.877, -0.781925, 0.623373, 32.174, 2.468544, 569
289, generated289.png, generated290.png, 1, 113.602, 288.228, 81.238, 269.869, 98.442, 279.628, -0.869799, -0.493406, 37.208, -2.625591, 557
290, generated290.png, generated291.png, 1, 462.285, 463.547, 410.128, 489.228, 436.990, 476.002, -0.897146, 0.441735, 58.137, 2.684061, 607
291, generated291.png, generated292.png, 1, 50.586, 118.000, 70.591, 146.289, 60.849, 132.513, 0.577370, 0.816482, 34.648, 0.955292, 548
292, generated292.png, generated293.png, 1, 339.974, 376.308, 298.795, 352.618, 319.658, 364.621, -0.866804, -0.498649, 47.507, -2.619553, 319
293, generated293.png, generated294.png, 1, 639.187, 350.652, 601.546, 363.689, 621.240, 356.868, -0.944936, 0.327256, 39.835, 2.808194, 288
294, generated294.png, generated295.png, 1, 738.021, 381.950, 700.996, 381.226, 720.184, 381.602, -0.999809, -0.019555, 37.032, -3.122036, 266
295, generated295.png, generated296.png, 1, 630.867, 471.989, 628.231, 505.098, 629.441, 489.899, -0.079376, 0.996845, 33.213, 1.650256, 179
296, generated296.png, generated297.png, 1, 133.060, 135.416, 111.799, 121.303, 122.687, 128.531, -0.833157, -0.553037, 25.519, -2.555587, 179
297, generated297.png, generated298.png, 1, 702.672, 323.011, 702.184, 354.003, 702.425, 338.676, -0.015730, 0.999876, 30.996, 1.586527, 275
298, generated298.png, generated299.png, 1, 386.230, 310.966, 390.234, 337.965, 388.133, 323.796, 0.146725, 0.989177, 27.295, 1.423540, 113
299, generated299.png, generated300.png, 1, 513.358, 256.980, 515.158, 289.159, 514.421, 275.974, 0.055866, 0.998438, 32.229, 1.514901, 233
300, generated300.png, generated301.png, 1, 38.288, 448.107, 18.934, 500.346, 29.679, 471.343, -0.347414, 0.937712, 55.709, 1.925608, 312
301, generated301.png, generated302.png, 1, 225.135, 107.356, 196.026, 110.264, 208.628, 109.005, -0.995048, 0.099398, 29.254, 3.042030, 368
302, generated302.png, generated303.png, 1, 562.094, 155.292, 520.042, 149.682, 545.927, 153.135, -0.991216, -0.132256, 42.425, -3.008948, 399
303, generated303.png, generated304.png, 1, 26.385, 445.759, 32.467, 506.054, 29.429, 475.936, 0.100377, 0.994949, 60.600, 1.470250, 795
304, generated304.png, generated305.png, 1, 409.931, 594.256, 385.298, 587.598, 396.303, 590.572, -0.965359, -0.260925, 25.517, -2.877612, 145
305, generated305.png, generated306.png, 1, 55.338, 74.815, 39.134, 99.789, 45.861, 89.421, -0.544295, 0.838894, 29.771, 2.146345, 375
306, generated306.png, generated307.png, 1, 396.001, 241.603, 409.207, 263.479, 400.797, 249.547, 0.516797, 0.856108, 25.553, 1.027691, 64
307, generated307.png, generated308.png, 1, 693.282, 297.041, 695.585, 337.081, 694.473, 317.758, 0.057440, 0.998349, 40.106, 1.513325, 433
308, generated308.png, generated309.png, 1, 36.545, 65.327, 50.796, 85.146, 43.801, 75.418, 0.583809, 0.811891, 24.411, 0.947384, 141
309, generated309.png, generated310.png, 1, 449.154, 527.525, 420.945, 535.813, 434.802, 531.742, -0.959442, 0.281905, 29.402, 2.855813, 217
310, generated310.png, generated311.png, 1, 469.069, 317.291, 439.631, 333.323, 454.504, 325.223, -0.878202, 0.478290, 33.520, 2.642887, 264
311, generated311.png, generated312.png, 1, 421.557, 402.679, 406.714, 414.869, 413.873, 408.990, -0.772787, 0.634665, 19.208, 2.454017, 102
312, generated312.png, generated313.png, 1, 550.677, 171.267, 507.608, 154.443, 529.425, 162.965, -0.931462, -0.363840, 46.238, -2.769206, 346
313, generated313.png, generated314.png, 1, 477.157, 318.267, 441.231, 339.393, 460.936, 327.805, -0.862005, 0.506899, 41.677, 2.610009, 236
314, generated314.png, generated315.png, 1, 321.344, 272.094, 315.047, 295.013, 317.740, 285.210, -0.264947, 0.964263, 23.768, 1.838946, 100
315, generated315.png, generated316.png, 1, 438.299, 301.665, 376.948, 308.539, 407.173, 305.152, -0.993781, 0.111353, 61.734, 3.030009, 788
316, generated316.png, generated317.png, 1, 520.023, 98.938, 496.013, 99.528, 507.837, 99.237, -0.999698, 0.024583, 24.017, 3.117007, 80
317, generated317.png, generated318.png, 1, 365.873, 6.201, 322.029, 13.179, 344.662, 9.577, -0.987571, 0.157175, 44.396, 2.983763, 201
318, generated318.png, generated319.png, 1, 455.601, 512.814, 451.453, 544.060, 453.633, 527.641, -0.131592, 0.991304, 31.520, 1.702772, 256
319, generated319.png, generated320.png, 1, 399.382, 556.676, 382.978, 587.988, 391.129, 572.429, -0.464053, 0.885807, 35.349, 2.053362, 147
320, generated320.png, generated321.png, 1, 645.679, 447.359, 620.487, 459.980, 632.032, 454.196, -0.894080, 0.447907, 28.177, 2.677170, 250
321, generated321.png, generated322.png, 1, 86.190, 112.973, 89.340, 135.094, 87.627, 123.060, 0.140960, 0.990015, 22.344, 1.429365, 83
322, generated322.png, generated323.png, 1, 747.218, 336.997, 748.172, 397.013, 747.651, 364.241, 0.015900, 0.999874, 60.024, 1.554895, 212
323, generated323.png, generated324.png, 1, 25.915, 332.458, 1.878, 336.223, 12.939, 334.491, -0.987956, 0.154734, 24.330, 2.986235, 163
324, generated324.png, generated325.png, 1, 601.793, 283.914, 586.795, 296.917, 593.926, 290.735, -0.755560, 0.655079, 19.849, 2.427305, 162
325, generated325.png, generated326.png, 1, 99.481, 493.203, 67.813, 502.353, 84.183, 497.623, -0.960698, 0.277595, 32.963, 2.860302, 350
326, generated326.png, generated327.png, 1, 243.985, 143.364, 223.977, 142.561, 232.847, 142.917, -0.999195, -0.040119, 20.024, -3.101463, 72
327, generated327.png, generated328.png, 1, 353.041, 86.732, 321.999, 82.009, 337.699, 84.398, -0.988622, -0.150420, 31.399, -2.990600, 83
328, generated328.png, generated329.png, 1, 67.122, 234.265, 30.142, 228.142, 49.837, 231.403, -0.986569, -0.163347, 37.483, -2.977511, 221
329, generated329.png, generated330.png, 1, 647.528, 386.294, 663.229, 411.481, 655.980, 399.854, 0.529010, 0.848615, 29.680, 1.013362, 205
330, generated330.png, generated331.png, 1, 284.133, 470.508, 266.632, 501.359, 275.619, 485.517, -0.493423, 0.869790, 35.469, 2.086817, 331
331, generated331.png, generated332.png, 1, 673.269, 383.136, 659.530, 410.268, 666.569, 396.367, -0.451775, 0.892132, 30.412, 2.039550, 283
332, generated332.png, generated333.png, 1, 550.126, 339.123, 532.361, 357.351, 541.240, 348.240, -0.697946, 0.716151, 25.454, 2.343321, 179
333, generated333.png, generated334.png, 1, 69.701, 199.718, 64.194, 225.042, 66.939, 212.420, -0.212512, 0.977158, 25.917, 1.784941, 131
334, generated334.png, generated335.png, 1, 119.974, 381.841, 99.996, 404.997, 110.020, 393.378, -0.653235, 0.757155, 30.583, 2.282646, 148
335, generated335.png, generated336.png, 1, 3.849, 456.998, 3.215, 513.014, 3.532, 484.992, -0.011317, 0.999936, 56.019, 1.582114, 265
336, generated336.png, generated337.png, 1, 85.529, 101.977, 84.295, 127.015, 84.952, 113.675, -0.049218, 0.998788, 25.068, 1.620034, 126
337, generated337.png, generated338.png, 1, 702.323, 345.951, 664.244, 334.210, 684.104, 340.333, -0.955608, -0.294642, 39.849, -2.842512, 222
338, generated338.png, generated339.png, 1, 99.789, 47.405, 87.364, 72.687, 93.703, 59.788, -0.441067, 0.897474, 28.171, 2.027584, 165
339, generated339.png, generated340.png, 1, 85.819, 538.129, 102.870, 562.092, 93.672, 549.164, 0.579757, 0.814790, 29.411, 0.952366, 67
340, generated340.png, generated341.png, 1, 480.063, 327.128, 447.589, 343.167, 466.469, 333.842, -0.896612, 0.442817, 36.219, 2.682854, 241
341, generated341.png, generated342.png, 1, 432.947, 124.316, 401.001, 118.994, 417.083, 121.673, -0.986403, -0.164344, 32.387, -2.976500, 254
342, generated342.png, generated343.png, 1, 364.355, 489.388, 372.840, 522.042, 368.057, 503.637, 0.251509, 0.967855, 33.738, 1.316557, 157
343, generated343.png, generated344.png, 1, 432.942, 528.732, 390.005, 538.023, 410.238, 533.645, -0.977379, 0.211497, 43.931, 2.928486, 273
344, generated344.png, generated345.png, 1, 162.336, 512.285, 171.363, 533.274, 166.966, 523.051, 0.395077, 0.918648, 22.847, 1.164645, 118
345, generated345.png, generated346.png, 1, 106.013, 298.046, 80.818, 305.374, 93.663, 301.638, -0.960212, 0.279273, 26.239, 2.858555, 163
346, generated346.png, generated347.png, 1, 280.942, 106.443, 259.960, 108.617, 268.569, 107.725, -0.994674, 0.103068, 21.094, 3.038341, 51
347, generated347.png, generated348.png, 1, 309.119, 472.868, 312.320, 500.080, 310.661, 485.978, 0.116832, 0.993152, 27.399, 1.453697, 224
348, generated348.png, generated349.png, 1, 244.188, 233.036, 239.319, 258.255, 241.511, 246.902, -0.189551, 0.981871, 25.684, 1.761501, 184
349, generated349.png, generated350.png, 1, 503.472, 71.690, 486.295, 83.432, 494.487, 77.832, -0.825552, 0.564326, 20.806, 2.541975, 113
350, generated350.png, generated351.png, 1, 668.001, 1.999, 618.000, 1.952, 643.492, 1.976, -1.000000, -0.000930, 50.001, -3.140662, 248
351, generated351.png, generated352.png, 1, 402.335, 549.150, 392.460, 571.206, 396.468, 562.253, -0.408658, 0.912688, 24.166, 1.991780, 79
352, generated352.png, generated353.png, 1, 728.054, 369.775, 700.948, 363.213, 713.964, 366.364, -0.971925, -0.235290, 27.889, -2.904076, 140
353, generated353.png, generated354.png, 1, 35.503, 508.828, 3.711, 522.319, 18.086, 516.219, -0.920542, 0.390643, 34.536, 2.740262, 128
354, generated354.png, generated355.png, 1, 174.852, 260.578, 157.705, 285.868, 166.256, 273.256, -0.561181, 0.827693, 30.555, 2.166608, 297
355, generated355.png, generated356.png, 1, 394.621, 340.916, 397.775, 364.166, 396.218, 352.689, 0.134420, 0.990924, 23.463, 1.435969, 119
356, generated356.png, generated357.png, 1, 35.212, 549.455, 8.055, 562.119, 19.474, 556.794, -0.906308, 0.422617, 29.964, 2.705262, 97
357, generated357.png, generated358.png, 1, 512.247, 28.558, 489.782, 38.507, 501.560, 33.291, -0.914349, 0.404927, 24.570, 2.724694, 134
358, generated358.png, generated359.png, 1, 390.170, 336.944, 388.403, 363.027, 389.336, 349.255, -0.067596, 0.997713, 26.143, 1.638444, 137
359, generated359.png, generated360.png, 1, 542.388, 271.241, 551.554, 294.568, 547.574, 284.439, 0.365731, 0.930721, 25.064, 1.196378, 148
360, generated360.png, generated361.png, 1, 596.986, 298.564, 604.586, 315.741, 600.519, 306.549, 0.404600, 0.914494, 18.783, 1.154255, 133
361, generated361.png, generated362.png, 1, 554.346, 291.960, 535.784, 279.317, 546.147, 286.375, -0.826490, -0.562951, 22.459, -2.543641, 136
362, generated362.png, generated363.png, 1, 184.552, 216.005, 184.873, 243.013, 184.707, 229.096, 0.011891, 0.999929, 27.010, 1.558905, 188
363, generated363.png, generated364.png, 1, 298.686, 199.447, 272.586, 214.271, 286.510, 206.363, -0.869548, 0.493848, 30.016, 2.625083, 204
364, generated364.png, generated365.png, 1, 529.670, 260.144, 540.041, 283.982, 535.252, 272.976, 0.398930, 0.916981, 25.997, 1.160446, 123
365, generated365.png, generated366.png, 1, 471.052, 353.713, 467.181, 380.027, 469.151, 366.640, -0.145535, 0.989353, 26.596, 1.716850, 239
366, generated366.png, generated367.png, 1, 300.143, 393.240, 285.861, 401.766, 293.667, 397.106, -0.858618, 0.512616, 16.634, 2.603364, 66
367, generated367.png, generated368.png, 1, 668.365, 54.876, 664.046, 77.009, 666.404, 64.921, -0.191532, 0.981486, 22.550, 1.763519, 89
368, generated368.png, generated369.png, 1, 256.665, 334.981, 235.534, 362.644, 245.418, 349.704, -0.607036, 0.794674, 34.811, 2.223122, 98
369, generated369.png, generated370.png, 1, 95.086, 440.455, 75.049, 444.258, 83.984, 442.562, -0.982459, 0.186477, 20.395, 2.954017, 64
370, generated370.png, generated371.png, 1, 40.719, 468.092, 52.171, 502.944, 46.050, 484.317, 0.312188, 0.950020, 36.685, 1.253301, 139
371, generated371.png, generated372.png, 1, 137.223, 282.523, 115.771, 272.490, 126.828, 277.661, -0.905841, -0.423618, 23.682, -2.704157, 186
372, generated372.png, generated373.png, 1, 551.697, 480.508, 538.708, 514.890, 545.066, 498.060, -0.353400, 0.935472, 36.754, 1.931999, 166
373, generated373.png, generated374.png, 1, 455.295, 326.089, 433.546, 345.491, 444.453, 335.761, -0.746226, 0.665692, 29.146, 2.413171, 322
374, generated374.png, generated375.png, 1, 178.484, 83.390, 145.943, 93.821, 163.160, 88.302, -0.952267, 0.305266, 34.172, 2.831375, 437
375, generated375.png, generated376.png, 1, 596.433, 378.207, 584.276, 403.654, 590.006, 391.661, -0.431064, 0.902321, 28.202, 2.016468, 165
376, generated376.png, generated377.png, 1, 132.220, 248.512, 106.277, 259.646, 119.089, 254.148, -0.918938, 0.394402, 28.231, 2.736176, 271
377, generated377.png, generated378.png, 1, 182.131, 70.008, 149.046, 65.650, 167.637, 68.099, -0.991437, -0.130584, 33.370, -3.010635, 91
378, generated378.png, generated379.png, 1, 603.809, 384.261, 587.599, 410.372, 594.817, 398.746, -0.527428, 0.849600, 30.734, 2.126366, 240
379, generated379.png, generated380.png, 1, 404.388, 563.286, 390.863, 581.636, 397.281, 572.929, -0.593313, 0.804972, 22.796, 2.205965, 210
380, generated380.png, generated381.png, 1, 432.000, 150.059, 388.995, 150.369, 409.756, 150.220, -0.999974, 0.007215, 43.006, 3.134378, 123
381, generated381.png, generated382.png, 1, 59.844, 121.491, 43.870, 116.410, 50.727, 118.591, -0.952953, -0.303117, 16.763, -2.833630, 44
382, generated382.png, generated383.png, 1, 494.008, 154.813, 466.973, 153.619, 479.598, 154.177, -0.999026, -0.044123, 27.062, -3.097455, 164
383, generated383.png, generated384.png, 1, 234.618, 221.942, 237.735, 255.025, 236.000, 236.610, 0.093806, 0.995591, 33.230, 1.476852, 105
384, generated384.png, generated385.png, 1, 449.399, 395.880, 445.329, 416.265, 447.279, 406.500, -0.195787, 0.980647, 20.788, 1.767856, 140
385, generated385.png, generated386.png, 1, 449.458, 339.161, 429.773, 375.332, 439.560, 357.348, -0.478025, 0.878346, 41.181, 2.069201, 207
386, generated386.png, generated387.png, 1, 589.035, 114.577, 565.002, 116.035, 576.494, 115.338, -0.998163, 0.060579, 24.077, 3.080977, 77
