# pair_index, img_from, img_to, component_id, start_x, start_y, end_x, end_y, centroid_x, centroid_y, unit_dir_x, unit_dir_y, length_px, angle_rad, size_pixels
38, generated38.png, generated39.png, 1, 137.126, 345.341, 34.206, 277.199, 86.083, 311.546, -0.833807, -0.552056, 123.433, -2.556765, 3487
39, generated39.png, generated40.png, 1, 227.819, 94.718, 171.805, 102.613, 199.366, 98.728, -0.990212, 0.139575, 56.568, 3.001561, 1594
40, generated40.png, generated41.png, 1, 749.244, 337.513, 617.446, 358.764, 687.479, 347.472, -0.987249, 0.159182, 133.501, 2.981730, 2979
41, generated41.png, generated42.png, 1, 605.062, 158.223, 521.970, 162.407, 565.495, 160.215, -0.998735, 0.050291, 83.197, 3.091281, 715
42, generated42.png, generated43.png, 1, 255.067, 183.124, 144.026, 174.665, 198.157, 178.789, -0.997111, -0.075956, 111.363, -3.065564, 2829
43, generated43.png, generated44.png, 1, 404.183, 220.318, 356.918, 247.590, 380.254, 234.125, -0.866153, 0.499779, 54.570, 2.618249, 1018
44, generated44.png, generated45.png, 1, 234.305, 101.357, 169.963, 115.835, 201.510, 108.737, -0.975609, 0.219517, 65.951, 2.920273, 1742
45, generated45.png, generated46.png, 1, 692.906, 245.599, 594.899, 268.569, 644.021, 257.056, -0.973618, 0.228186, 100.663, 2.911379, 1236
46, generated46.png, generated47.png, 1, 476.060, 154.772, 362.732, 125.023, 419.915, 140.034, -0.967229, -0.253905, 117.168, -2.884877, 4300
47, generated47.png, generated48.png, 1, 220.060, 111.580, 171.956, 116.574, 195.532, 114.127, -0.994654, 0.103262, 48.363, 3.038146, 647
48, generated48.png, generated49.png, 1, 749.930, 312.310, 691.342, 324.951, 721.301, 318.487, -0.977503, 0.210920, 59.936, 2.929077, 1148
49, generated49.png, generated50.png, 1, 242.227, 154.849, 160.210, 176.784, 199.056, 166.395, -0.966048, 0.258361, 84.900, 2.880267, 1584
50, generated50.png, generated51.png, 1, 749.256, 306.308, 568.001, 301.972, 669.512, 304.400, -0.999714, -0.023912, 181.307, -3.117678, 4735
51, generated51.png, generated52.png, 1, 750.705, 131.408, 621.564, 108.452, 693.055, 121.160, -0.984566, -0.175015, 131.165, -2.965671, 3780
52, generated52.png, generated53.png, 1, 394.069, 165.964, 312.981, 171.727, 356.027, 168.668, -0.997484, 0.070892, 81.292, 3.070641, 813
